index,AMZN,WMT,NVDA,TSLA,PG,NKE,AAPL,JNJ,GOOGL,MSFT,PFE,BRK-A,FB,MRK,V
TWEXAFEGSMTHx,0.0142962427106973,0.010241006468802277,0.0018053053767536228,0.00819412989632494,0.0299603760231158,0.007924850843471547,0.012556167084464538,0.06740253606426154,0.006194808223600445,0.015888634173659297,0.007313304688327052,0.0525288262702436,0.002896361339039463,0.0077209786479902264,0.029734654807860278
PERMITMW,0.013391246536621234,0.0032459981014972303,0.021421484541612024,0.012985173771554436,0.020995182500018385,0.018449780696847006,0.011099482136860158,0.006047590964190783,0.04949073249967847,0.0008970248177026251,0.02247497765498196,0.0014627027456349112,0.0017728542768058304,0.003208037085701318,0.011882255156816207
CONSPI,0.01291099788783835,0.004360876632241124,0.011995051985460603,0.003887664775762662,0.005660978656428871,0.0009120503187342543,0.027281340818061592,0.005088563953197252,0.021612452539418233,0.00797829355546558,0.03336142140055634,0.00040938175370135816,3.197531209668258e-05,0.00015669797526715498,0.025953016692795847
S&P 500,0.012727737738987006,0.004047305514179658,0.0044451814829829005,0.014476419747731242,0.00146766469490074,0.004366683681785339,0.0360543153830157,5.1370966570389005e-05,0.0016866963929844112,0.012548627460357403,0.027705643581527294,0.0007389537648936111,0.006851694126401141,0.0032097708450986627,0.020412072063497797
INDPRO,0.011580736195482728,0.0016133760224618337,0.02009850966572757,0.00039078280182800693,0.00023734330901292473,0.00030221197498895566,0.0034085588407979485,0.007370069481613615,0.0076497840029640385,0.0022562527517094224,0.008956148034004827,0.0008825977305826941,0.0011039198330733057,0.0006048032657272294,0.006942434968523721
ANDENOx,0.011213167633785801,0.013295774019873875,0.001581519710560921,0.039459731305346635,0.006033574872170013,0.021056833413246018,0.0014835608868961308,0.009278102984876652,0.005565544101774397,0.01999613186428209,0.04546599209546469,0.01300603944095625,0.006749890328626214,0.0072296187824246036,0.0007750853192220807
DDURRG3M086SBEA,0.011072804664599634,0.001526892625369358,0.00459633696790952,0.006406808448892115,0.001715012649389888,0.0028651510009658973,0.0026070627047986086,0.0005370331540197737,0.0007411163147257846,0.0022016348009646094,0.0053848832312586884,0.005200199747024972,0.0022529307915062384,0.0,0.0
IPFUELS,0.010853514945205598,0.004458852954786482,0.02739420485629616,0.0,0.005728946398706315,0.0020033374058862374,0.0034552580793262328,0.00641080896828728,0.0008978073716695062,0.005443684355886332,0.006842022227261263,0.003952672764210126,0.004055434669570068,0.005759852637330881,0.0011479843485871545
UMCSENTx,0.010794748096816215,0.027899408063695376,0.012390722277554542,0.034715503184597304,0.1224247547943682,0.05637370050558109,0.013826326179341169,0.014362911622138666,0.034962907135408144,0.057796487591709876,0.007523340638215964,0.08584282360533951,0.035875374400061104,0.1644584412051131,0.03832684022503529
S&P div yield,0.0101932349981475,0.011942559126281203,0.01371054909046923,0.009228724335874164,0.007005744064963898,0.012546661442960568,0.006102370600072827,0.004653535209029978,0.005891219467297875,0.010896405723841268,0.002572632431661866,0.02198815382526171,0.020707268744990105,0.004822301634500595,0.031056171460786187
EXSZUSx,0.010106956029997486,0.021554992602268667,0.03872767495934145,0.0022378577243783514,0.011841052825032788,0.0378943257568611,0.01735574188905064,0.011111643814869381,0.006173104198070269,0.006233468250173291,0.009154312765640158,0.007864516481030927,0.0055044370303190555,0.0037498893701432183,0.0013967967773996638
HWI,0.00987341733929053,0.0024754596800731473,0.0016220619631668349,0.006428242863542914,0.001292698042954086,0.014000596105253029,0.009962278372293862,0.006851657407845368,0.004602499594591114,0.008871879407925483,0.021128322347206366,0.002204991741521699,0.028338809184979347,0.002777408783920211,0.0043337322818910885
EXJPUSx,0.009870299128393616,0.012031613916340417,0.005140610333225765,0.004915371409517642,0.0,0.022418855749986578,0.030446076982213927,0.006682983951358622,0.0026858968792828203,0.01386507352728755,0.00027812036722995844,0.008645523311699302,0.008540018613954634,0.008046630019258719,0.013938297438045866
IPDMAT,0.009631448846822514,0.0004856643936031497,0.003948069147594583,0.0002326352564207838,0.00025608177397596645,0.0015041200993298753,0.0014103018135626412,0.00019135036313416495,0.0008707640181992209,0.0013445936329408918,0.0025248353725946184,0.0005855178205466362,3.2269949121371305e-05,0.014724427853138346,0.00044214517991754057
AMDMUOx,0.00846669319335014,0.0008255405045508686,0.006741502066592541,0.004631807501459064,0.0023615517135846583,0.0001503813024765243,0.0035101101041326594,0.006228919133947473,0.0014680821499964826,0.005591374576310606,0.00837706985992124,0.002089581050187987,0.009725455584622282,0.0005004913155176916,0.003032410313306129
BUSINVx,0.008214908237571199,0.0032858614879900873,0.002772058821587215,0.005517822105484848,0.0029661396978760473,0.0010027475909616397,0.00033659650272824503,0.0031611996337669434,0.0021360250633490553,0.002004272724097665,0.012083215541485058,0.0063605315084226165,0.0032909516063968384,0.009674457146411906,0.009962895682790096
PERMITS,0.0081462005288076,0.04070708599598628,0.010228284422732725,0.009056177880868724,0.020181432007316716,0.00831734662416022,0.03265359666284595,0.003534082566153155,0.006578914604938693,0.007736395488368334,0.0008129493553556954,0.007696257040741223,0.043048834628833126,0.0016164327904904057,0.004115491013845559
IPBUSEQ,0.007994933906667607,0.010199587818156065,0.012396606807371981,0.0020876245201481413,0.003358207200914958,0.0010123261341994352,0.0007291017550974281,0.005829512897698775,0.001441007956552408,0.003181136562921051,1.9959637353950084e-05,0.000689637883942921,0.00012269837475115805,0.012120507404734806,8.723439294590276e-05
CPIAPPSL,0.007846727920004968,0.0710247284711498,0.004470728494533687,0.001209974414172632,0.011213387663414799,0.0002872616743008257,0.0426767301845936,0.002721567492480898,0.0018963417878469578,0.0012669751340027592,0.0017324845497194135,0.004147693653364944,0.006283882250981037,0.0005662139774543562,4.2082027469583894e-05
CE16OV,0.007658543093410988,0.0033502398886256918,0.004416632860226531,0.0032880056176824955,0.00047538376355231763,0.00023954700394148088,0.0006010590633625202,0.002925417155450892,0.0007251282255632342,0.011979472446096187,8.313293540312562e-06,0.0008827477064413335,0.002710423461455204,0.0003455882659389105,0.0013613522543208943
PERMITW,0.007593848740366035,0.0024629113816966135,0.012549755643575257,0.002951239775417561,0.013283309002560566,0.0044848489572897375,0.0016917780624439948,0.031984899522824295,0.0081661801447891,0.011527072189628297,0.002794981346272277,0.005996433622785149,0.008749432020093477,0.03712329701566613,0.03350619894021511
UEMPMEAN,0.007501015052046652,0.011408596633588869,0.006860050118463845,0.022261707063826703,0.014592723818204919,0.007133155028174564,0.027024961083152922,0.0005108814637317809,0.038377078876882846,0.0,0.01317234362549651,0.002058809464913286,0.011774187952203545,0.003901395066010725,0.0001801532418997596
CPITRNSL,0.007452174537275681,0.0038432657041908985,0.019731472009173755,0.006962187889818033,0.0021879797581375645,0.005232525831773052,0.022054425325027282,0.026861746991773062,0.004071921975316057,0.019192581076772314,0.0027445158152036636,0.009107226527950428,0.000225839821792354,0.005542160313897307,0.0014325039567784803
IPB51222S,0.007143136280019536,0.03768445290094759,0.035571023756074044,0.01570449831152111,0.05447029825744096,0.033985625910004875,0.02913639055081921,0.03966259883394955,0.049973629235057854,0.016809971813178604,0.060849618374204044,0.025715297251986905,0.026236881491563842,0.15323097034364355,0.014990426517515162
BAAFFM,0.006679142995703909,0.0012033291159440913,2.2691361629492133e-05,0.0004179323156273955,0.0010817960615215876,0.002648031761785302,0.0017758418867908133,0.008999965606654774,0.001733992260242302,0.0068384051329914795,0.01686222578045107,0.00017616257395515592,0.004982284604544599,0.0015729810281126203,0.0010905507180112523
GS1,0.006553678706591965,0.0007892558745732677,0.060421552773159706,0.002929397920525016,0.000148036197734859,0.000382154842186369,0.0,0.0015821937939463448,0.0,0.0019921036746106853,0.0,0.003675097983404126,0.004122778867433327,0.0012139750745174943,0.0
WPSID61,0.006344532363024822,0.0,0.016066915555380645,0.00029609119974109075,2.2998614379880608e-05,0.0004915065093259212,0.0007616454395622052,0.002795883277891464,0.0016049795117248965,0.005877973755410689,0.0007771527303661583,0.0,0.00019598024196496386,0.0004802688927640784,0.005889203956792199
CMRMTSPLx,0.006331918632118687,0.004776473793183567,0.015189844045030747,0.005798838512313478,0.011487971158285962,0.0031318136015421054,0.001711519621415355,0.0069149859450462975,0.013707642519663433,0.010986365486959254,0.006409136326717357,0.006854360978188493,0.0163777936388379,0.0,0.00983874816466055
UEMP27OV,0.005899073457323287,0.07116788519265049,0.004886852112047318,0.01351312697859851,0.008782119096492935,0.014645537209018556,0.007791779031712383,0.021898982980335466,0.01565907814031878,0.013220531872435978,0.01076846968614254,0.08459534884148326,0.00973302737962371,0.01031415078191127,0.007795585577950785
PERMITNE,0.005729652434605042,0.015996161004397172,0.007378902240527538,0.003541360396588792,0.02993997828486074,0.020236508466604134,0.026615800802654018,0.01138489085759933,0.018894803759560184,0.0063099754048719725,0.002589415543579663,0.01900624730111888,0.00505601096233656,0.0018868452179043376,0.029489198997508854
CUSR0000SAD,0.005194674209557126,0.03143663134359172,0.0020832346184358813,0.07085739227190148,0.03212514610490973,0.017401271101604148,0.0033131633442658034,0.0069997312325178465,0.018686854231864402,0.017301900321770272,0.01893726872649057,0.059963186517248454,0.03219412283359765,0.0031190215909684565,0.007012954749611736
GS10,0.0051015766384682895,0.00027244944011038327,0.005752781607895746,0.1214217060516499,0.0403020866106647,0.007421943161425702,0.006096075927983724,0.011829708037955858,0.012389150108312957,0.005413480027547866,0.06672112072296084,0.014692202677192154,0.0047494143262994245,0.0018604581351551086,0.0016331545006973024
PERMIT,0.00500984041838854,0.0020603293268737417,8.797541989189531e-05,0.010160626269286838,0.007875260934991848,0.009499946963212358,0.0188683806293125,0.011279547116824183,0.007160916093373591,0.004141258518795467,0.010081947035411619,0.003964200051885118,0.009223399053022337,0.0008244789614801213,0.0006245643761013271
UEMPLT5,0.004847105301657483,0.022744945917781336,0.00422975211642167,0.006043576264920016,0.015104264243044334,0.002491716095307788,0.0039002710379576846,0.010200289183248425,0.004113299099803875,0.011525069885112533,0.014397688694532673,0.0030538808798459796,0.025735806602685183,0.018091723311097527,0.004315020166725156
USGOVT,0.004837742409909258,0.00540213245997051,4.2648174190143384e-05,0.0027229377630030873,0.0,0.005573598232960984,0.0017404043805673564,0.002049743884662221,0.016402359989835445,0.0003591203510562494,0.012802918013658559,0.017285658836760587,0.004541786629476386,7.712411779453693e-05,0.010168703338855233
USFIRE,0.0044712792202757975,0.0002890767704601269,0.0001908195655545308,0.0,0.01351626492624974,0.0006571767182377004,0.002824904141210504,0.0013438434283241166,0.004562378755918137,0.004137688548218281,0.010849179265060767,0.019571468509637528,0.0001751481868928626,0.00017252125066118248,0.04747519588174306
ACOGNO,0.004451267856227659,0.0019850715987332693,0.0,0.0007476543709968687,0.008115376171115974,0.002193755143067767,0.0010704367917357296,0.0044312275415844034,0.00044754461663611193,0.003920816481663109,0.00461481792606964,0.0006569107978419982,0.001120856839981834,0.011849524191818759,0.0038439695378930136
REALLN,0.0044478344865587285,0.0,0.002053799620647466,0.003972024803152724,4.144173398836353e-06,0.0027260331733710797,0.0007349071578384543,0.0035428722512094667,0.0,0.0,0.039443462364234225,0.0065786603538205545,0.0008904703179345601,2.6741142423703878e-06,0.00011145021573803577
TB6SMFFM,0.004427270991650953,0.005146325464735102,0.00015743257902967733,0.0,0.001370864823615113,0.002571892464199247,0.0007353997510153122,0.011150890042773,0.013207955982381647,0.0060052135747385,0.004807286745202683,0.011725799040794814,1.5939961759309434e-05,0.0006449705716011589,0.0010140615378338306
EXCAUSx,0.004352456803031875,0.007524486383612279,0.03592178201211663,0.01217851762859697,0.08330153788121686,0.013058812993580981,0.021241639339202187,0.013704688643718542,0.0016198517756416263,0.018139479517816887,0.014387254951991514,0.03229798223117752,0.007510328512462549,0.017932059577404343,0.007835780971128335
USTPU,0.0043524229570066275,0.00024557552971900487,0.001630423523083959,0.0,0.00013554614549177605,0.001446617572745331,0.005412379092845384,0.0037382965155253927,0.002096935746473945,0.002619683596824788,0.001003616757708753,0.00041902187001036296,0.0,0.0014102563964613379,0.004681848963530901
PCEPI,0.0035835418810921645,0.00019968946878572892,0.0,0.002255222006700692,0.0010063668789238363,0.004279189766871639,0.0,0.0004486359787978755,0.0006394784317483073,0.00019234295233267235,0.0,5.041367035057905e-05,0.0014640577113199324,0.000351062990857859,0.00042025770462250607
BAA,0.003443437751259859,0.009517567484049581,0.008976481589642666,0.022116441712817268,0.0002814107564815806,2.4717447343629086e-06,0.0015841219915227473,0.0003997093050484328,0.04692351047432114,0.002245246349710678,0.02755731439656162,0.0036722803492613976,0.0034201794023383677,0.002758607673757686,0.002591328824856563
USCONS,0.0033728105720537424,0.0015357017157622678,0.0,0.0,9.75193196208312e-05,0.011501590881397517,0.0006843922181209362,0.0020002824461368787,0.007435404188249484,0.010601833088414909,0.00018189366754626203,0.020436659370832576,0.0,0.00017439677377846955,0.02486385400731559
WPSFD49502,0.0033199729012393284,0.0005442221697775367,0.02002818835790707,0.009721559331400615,0.0022278544978263323,0.035106753380535594,4.842347890515595e-06,0.004260873238553234,0.001484414895230678,0.022669674534756604,0.0029455475390021773,0.000815204874146565,3.8430981844677294e-05,0.0007096066575283765,0.0026468481805988916
DPCERA3M086SBEA,0.0030064958757891063,0.0002565312791201992,0.0007159877482985793,0.0012366137267732457,3.329085826672162e-05,0.00022323301646356736,0.002081920829282196,0.0037230941974252794,0.003779907450908993,0.0,0.00045343876413313694,0.00021912071628210977,0.0004122296900973597,0.010008432890292428,0.0
PPICMM,0.0030055512180155335,0.0008953577466289578,0.006153756975249221,0.0008466695973227618,0.006720943863207455,0.001104574512388975,0.022385696384765855,0.010313020852311616,0.001856760367251465,2.1128658882733524e-05,0.009813234869240402,0.0060199065327018264,0.005379570008507557,0.0021566519855890486,0.01936186929395965
CLAIMSx,0.0028689158921630844,0.0032630983024992026,0.0035425617867123355,0.0012512111997418944,0.003064038397536664,0.03143461013742989,2.058365744286742e-06,0.006336571985917259,0.01037197549552673,0.007880559178120698,0.0023573608303643924,0.0030170656623961694,0.0035743845871480735,0.024446372163906313,0.004358297725744542
MZMSL,0.002754127341533785,0.0034350410466760964,0.0004906263211096454,0.00134631272423436,7.521165190824192e-05,0.00012309997246268335,0.001755809117790949,0.0003384306769572017,0.0005720926278755822,0.0,0.0,0.0001948418267739706,0.000520556427272088,0.0007176696945933986,0.0001930229111919333
W875RX1,0.0027497106989868665,0.0006054302039922464,0.001887191514586174,0.0010885299867998645,0.010731756869780607,0.0003148971217773714,0.0007964312908696509,0.001760537205397902,0.0025495424870144085,0.001144742808419525,0.02235405009500498,0.011500571871151636,0.008706957363730587,0.0037737468018868583,0.001240350189029565
IPFPNSS,0.002649906141075513,0.0,0.03255707121747314,0.0016990895934931812,0.0007957502544963589,0.0054053645177635995,0.0010775813703701282,0.007476306536927336,0.0030861993123687433,0.037434342640601796,0.0,0.0036566850186839773,0.0074961702862572565,0.0014632054480552027,0.0017416179604659667
EXUSUKx,0.00254371285222578,0.01441051468352601,0.0034871162115075916,0.01177793067468572,0.008410702374662517,0.003876779384204729,0.015557805474449614,0.024047783570459728,0.0005566880658844829,0.021954513120806072,0.017906146838893133,0.02825891678105287,0.0030934629155908193,0.007139527589058235,0.03396416660113516
CUSR0000SA0L2,0.002134047047932145,0.0018362569586368247,6.941910409426014e-05,0.002505698609397103,0.007599123345396546,0.01954675179634516,0.0008979715759187786,0.004600477894210486,0.012175256284380953,0.00022669633747072148,0.005590765839657725,0.0004236468944471797,0.0032373529084737023,0.0019640743244773396,0.011122340314972496
M2REAL,0.0021021312332674042,0.0019357211449801746,0.004379759422355791,0.002522268229183729,0.0,0.002934829188470904,7.484182932437274e-05,0.00017306645874811747,0.0008888528226777375,0.0,0.00011118551289611199,0.0003255107070013912,0.0001616580991459694,2.8743490298260036e-05,0.0
IPCONGD,0.001965844187589798,0.002304556876281813,0.00908011254799108,0.001329906555146659,0.018328690702600604,0.002526841036436685,0.011533684941749724,0.00470637550720648,0.0032964582167482504,0.005997985320721901,0.0,0.0017001145490425982,0.00853234127006113,0.009171262989990806,0.004035169164981345
USWTRADE,0.0017574452643617793,0.00020633649268772633,0.00012231077504060533,0.0015182985548783342,0.00024234055767045714,0.007451691871589227,0.0062850790230355,0.0007057099558071638,0.015250300495321173,0.004324441315478341,0.0011334391934785795,3.0308508118171082e-05,0.049653270859766195,0.000882573124236812,0.010038784440230143
AWOTMAN,0.0016344421981511284,0.003604441397632409,0.0010211536934052927,0.0005079356286409785,0.00019257119755918068,0.0,0.0,0.0,0.0017355022933053757,0.0,0.0,0.0,5.072577062037621e-05,0.0012204172722110986,0.0
CES0600000008,0.0016291842161506665,0.0015003922266448616,0.00021235984112414109,0.0038731592416575934,0.0004559536411289307,0.011517995239298957,0.0004384223158556495,0.001549093834975253,0.0,0.0048016625721053535,9.244034644661019e-05,0.004722649248589543,0.0021165170331471517,0.0003884971552644877,0.0005384443793585973
RETAILx,0.0016179238772879238,0.009458074516864177,0.003862861778137869,0.022883396764732368,0.003424753345495808,0.000676697309057275,0.005892408539795646,0.021645549700900144,0.014270988165439485,5.3825138983872656e-05,0.012732128577650964,0.004964437076254307,0.0013484186950379962,0.00028730997545325725,0.004865557005394458
PAYEMS,0.0016006810589692555,0.00022092823065928294,0.0,0.0,0.0016246042846080546,0.0009738933299201591,0.001428170417977083,0.0005993580587948347,0.0,0.00037252521190742614,0.00472969080537454,0.0005070581702632793,5.642353781895822e-05,0.00025680397199005827,6.888874646857839e-05
GS5,0.0014889695648956933,0.0007624210712975961,0.0,0.0026194861296798978,0.00043323779789755125,0.002292436983868198,0.0002950875916411925,0.0007267827550714353,0.004222778917319304,0.0002796904079062099,0.0010204331113977643,0.0007613821917842451,0.00022371162041772097,0.0,0.004076150296806801
HWIURATIO,0.001357764320363583,0.0020013554873209204,0.017531091677921683,0.0,0.0009240552280053494,0.01932319561041907,0.039597708156986725,0.0006860123759068916,0.0,0.001688626073460505,0.004732505820493523,0.004851266908046002,0.0009139005112475669,0.0052663354261967945,0.002212435660554065
UNRATE,0.0013378028831679773,9.437038775512471e-07,0.0021034735445233962,3.4458293391772236e-05,3.150530609892259e-05,0.00025830097385883384,0.002538858596853798,0.010511272987392864,0.0019476718494544974,0.0003005754021181744,0.0004885305233053676,9.363142100073666e-06,0.0,2.7720789527142355e-06,0.0006789913270336552
TB3MS,0.0012881790782585695,0.0011863077323329052,0.009600511123312378,0.008004269195299108,0.0006017688197455206,0.0004410411252265403,0.00670944819681313,0.0026156541631993436,0.0010642261521903022,0.0018977572177154242,0.00287319214713961,0.0,0.00841008531340212,0.0077342850202369185,0.0012385326149780094
SRVPRD,0.001224825114291742,0.0018613558119131878,0.0006030270016432392,0.004319017048148379,1.9709995052985044e-05,0.0,0.001288431970233198,0.00047235077901752515,6.939220593729053e-07,0.0001116712992291096,0.0006114769154260119,8.664427143803927e-05,1.6462755534711992e-05,0.0003193284836241076,7.223011821957952e-05
IPMANSICS,0.001203128338806034,0.0009078080483554663,0.0013615433108243478,0.005370829727481288,0.0015188708290070163,0.0,0.00018210966360753634,0.012729685485744708,0.0019848113350616845,0.004560485126520266,0.009402603103672845,0.0005776329788531708,0.008084894728908752,0.0209493757633345,0.001928074569253448
UEMP5TO14,0.0011594665173978854,0.00531852806323145,0.011999411116968084,0.004167947211192052,0.008834156433129861,0.024734978294571025,0.003005824408840184,0.0018950666581180407,0.007659947748604845,0.003350921650914399,0.011458220755924736,0.001167022641221412,0.06045925389149998,0.004464388223504973,0.0071758844374435965
MANEMP,0.0011363792949315216,0.0004646396952903041,0.000534664571770289,0.0017019003098759982,0.0,0.0019700113745977498,0.00041154461851163326,0.0011269212146609445,6.562749373718779e-05,0.0009370662521367231,0.0006366559082613189,0.0009261685251321674,0.0011857949443322532,0.003401722463345823,4.516938572311268e-05
USGOOD,0.0011071243160174994,0.00015374292770996078,8.346982071468572e-06,0.0006408668346962462,0.002028232490856451,0.000153199957209731,0.0024750574498163726,0.0017139590281131675,0.0004355629707879968,0.0005047275190357584,0.0012040748982486053,0.003323797534819371,0.0014744257006415464,0.0025270744493105326,0.0
TB6MS,0.0010948341081479605,0.0018183349087401515,0.010993396258440877,0.0005667818620033865,0.001844257729449143,0.0061891237347440516,0.00024725584570403793,0.008180149789149778,0.0005828003368744076,0.000637346224437043,0.001386330456633553,0.00023058671239101463,0.0001095616931968473,0.0021001034303843344,0.008447690909253314
CES0600000007,0.0010757546011487622,0.0,0.0005735978396938988,0.0023810371967405396,0.0006721608513666249,0.0003051706320115733,0.0031501828058483343,0.0016844571051655849,0.00045079665069552405,0.0008184828716757738,0.00038474722478253407,0.0013148217921398976,0.004849796574229802,0.0011766580254100698,0.002471583798089553
CPIAUCSL,0.0010544453122263231,0.0006883256796037068,0.0028158157015648554,0.0023396749094286686,0.0006869352814917498,0.006670460562723102,0.0014978718158863908,0.00011029594866584948,0.00041351993425573066,1.9031884574244085e-05,0.0008537164608981496,0.0005279863402520447,0.0,0.00019207217193839286,0.0018503774805269395
CES2000000008,0.0010228365236642784,0.011396793334655589,2.7995687417406796e-05,0.009449742406862019,0.0016142404677095719,0.006215844542225973,0.0004654061106182499,0.0,2.67291406972342e-07,0.0014000250033457417,0.02375590246129586,0.007492167854774559,0.0005640007649199286,0.0050952408701202805,0.0
DSERRG3M086SBEA,0.0010204025975086395,0.00024735874533985633,6.348389966686255e-06,0.0004278589770092304,0.008343998267281966,0.0,0.001361780271198865,0.002359953913865941,0.00027362912470973283,0.0,0.001502707783218621,0.00036822418918819745,9.377726169251647e-05,0.0019657228068267803,8.493874288123073e-05
INVEST,0.0008948027981603121,0.0026782510205937823,0.0028096278744678205,0.008972702037127429,0.0006706552138883862,0.0012608754715294215,0.0018606604828321212,0.0003871850745252607,0.00017054613328779756,0.0015575908674161634,0.0,0.006273243215756864,0.00039480632908334926,0.0,0.0
