Company,Date,mean,pos,neg,neu
WMT,2019-10-01,0.040936559,30,20,43
WMT,2019-11-01,-0.059407229,19,30,34
WMT,2019-12-01,-0.0392,19,26,41
WMT,2020-01-01,-0.041793684,22,29,44
WMT,2020-02-01,-0.117154167,17,38,41
WMT,2020-03-01,-0.013552632,22,24,49
WMT,2020-04-01,-0.037048421,18,23,54
WMT,2020-05-01,-0.0177,17,22,57
WMT,2020-06-01,-0.03932766,17,23,54
WMT,2020-07-01,-0.023563333,14,19,57
WMT,2020-08-01,0.030407447,20,18,56
WMT,2020-09-01,0.023460674,23,16,50
